"","year","Gender","age","Degree","Race","Party","Spend","LegalVSIllegal","NAGender","NAage","NADegree","NARace","NAPArty","NASpend","NALegal"
"809",2021,"Male",51,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"810",2021,"Male",71,"GRADUATE","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"811",2021,"Female",40,"GRADUATE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"812",2021,"Male",48,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"813",2021,"Male",27,"BACHELORS","White","NOT VERY STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"814",2021,"Male",39,"LESS THAN HIGH SCHOOL","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"815",2021,"Male",44,"HIGH SCHOOL","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"816",2021,"Female",25,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"817",2021,"Female",37,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"818",2021,"Female",55,"BACHELORS","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"819",2021,"Male",NA,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"820",2021,"Male",81,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"821",2021,"Female",46,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"822",2021,"Male",71,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"823",2021,"Female",66,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"824",2021,"Male",71,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"825",2021,"Male",NA,"GRADUATE","Asian Indian","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"826",2021,"Male",56,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"827",2021,"Female",23,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"828",2021,"Male",49,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"829",2021,"Male",74,"GRADUATE","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"830",2021,"Male",63,"HIGH SCHOOL","Hispanic","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"831",2021,"Male",30,"GRADUATE","Asian Indian","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"832",2021,"Female",27,"GRADUATE","White","INDEPENDENT, CLOSE TO REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"833",2021,"Female",47,NA,"White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"834",2021,"Female",69,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"835",2021,"Female",31,"GRADUATE","Black","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"836",2021,NA,NA,"LESS THAN HIGH SCHOOL","White",NA,"Too much",NA,100,333,23,15,146,2068,2927
"837",2021,"Male",60,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"838",2021,"Male",NA,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"839",2021,"Male",55,"GRADUATE","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"840",2021,"Female",47,"GRADUATE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"841",2021,"Female",38,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"842",2021,"Female",NA,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"843",2021,"Female",71,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"844",2021,"Female",35,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"845",2021,"Female",75,"LESS THAN HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"846",2021,"Female",NA,"HIGH SCHOOL","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"847",2021,"Female",60,"LESS THAN HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"848",2021,"Female",NA,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"849",2021,"Female",80,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"850",2021,"Male",39,"GRADUATE","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"851",2021,"Female",NA,"GRADUATE","White",NA,"Too little",NA,100,333,23,15,146,2068,2927
"852",2021,"Male",61,"BACHELORS","Asian Indian","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"853",2021,"Male",57,"BACHELORS","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"854",2021,"Female",73,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"855",2021,"Male",53,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"856",2021,"Female",20,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"857",2021,"Male",58,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"858",2021,"Male",61,"LESS THAN HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"859",2021,"Female",35,"ASSOCIATE/JUNIOR COLLEGE","White",NA,NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"860",2021,"Female",58,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"861",2021,"Female",55,"BACHELORS","Some other race","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"862",2021,"Female",59,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"863",2021,"Female",36,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"864",2021,"Male",31,"BACHELORS","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"865",2021,"Female",62,"BACHELORS","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"866",2021,"Male",62,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too much",NA,100,333,23,15,146,2068,2927
"867",2021,"Female",40,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"868",2021,"Female",45,"GRADUATE","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"869",2021,"Female",75,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"870",2021,"Male",74,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"871",2021,"Female",51,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"872",2021,"Male",89,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"873",2021,"Female",71,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"874",2021,"Male",71,"GRADUATE","White","INDEPENDENT, CLOSE TO REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"875",2021,"Male",58,"GRADUATE","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"876",2021,"Female",51,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"877",2021,"Female",51,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"878",2021,"Female",61,"BACHELORS","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"879",2021,"Female",NA,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"880",2021,"Male",42,"HIGH SCHOOL","Black","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"881",2021,"Male",64,"HIGH SCHOOL","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"882",2021,"Female",55,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"883",2021,"Female",73,"GRADUATE","Black","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"884",2021,"Female",82,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"885",2021,"Male",55,"HIGH SCHOOL","Other Asian","NOT VERY STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"886",2021,"Female",40,"GRADUATE","Black","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"887",2021,"Female",33,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"888",2021,"Male",82,"GRADUATE","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"889",2021,"Male",58,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"890",2021,"Female",83,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"891",2021,"Male",41,"GRADUATE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"892",2021,"Female",38,"HIGH SCHOOL","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"893",2021,NA,NA,NA,"Black",NA,"Too little",NA,100,333,23,15,146,2068,2927
"894",2021,"Male",63,"ASSOCIATE/JUNIOR COLLEGE","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"895",2021,"Female",NA,"ASSOCIATE/JUNIOR COLLEGE","Black","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"896",2021,"Female",73,"GRADUATE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"897",2021,"Female",74,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"898",2021,"Female",62,"BACHELORS","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"899",2021,"Female",51,"BACHELORS","White","NOT VERY STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"900",2021,"Female",58,"GRADUATE","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"901",2021,"Female",29,"ASSOCIATE/JUNIOR COLLEGE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"902",2021,"Female",36,"BACHELORS","Asian Indian","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"903",2021,"Male",64,"BACHELORS","Some other race","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"904",2021,"Male",77,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"905",2021,"Male",54,"GRADUATE","White","STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"906",2021,"Female",37,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"907",2021,"Female",76,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"908",2021,"Male",68,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"909",2021,"Male",52,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"910",2021,"Male",59,"GRADUATE","Chinese","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"911",2021,"Male",42,"BACHELORS","Asian Indian","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"912",2021,"Female",47,"BACHELORS","Chinese","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"913",2021,"Male",53,"BACHELORS","Chinese","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"914",2021,"Male",58,"BACHELORS","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"915",2021,"Female",63,"HIGH SCHOOL","Black","NOT VERY STRONG DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"916",2021,"Female",61,"BACHELORS","Chinese","INDEPENDENT, CLOSE TO REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"917",2021,"Female",64,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"918",2021,"Female",38,"GRADUATE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"919",2021,"Female",68,"LESS THAN HIGH SCHOOL",NA,"STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"920",2021,"None of these",28,"HIGH SCHOOL","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"921",2021,"Female",61,"LESS THAN HIGH SCHOOL","Black","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"922",2021,"Female",36,"HIGH SCHOOL","Black","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"923",2021,"Male",53,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"924",2021,"Female",31,"HIGH SCHOOL","Black","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"925",2021,"Female",38,"GRADUATE","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"926",2021,"Male",56,"BACHELORS","White","NOT VERY STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"927",2021,"Male",31,"GRADUATE","Chinese","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"928",2021,"Male",33,"BACHELORS","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"929",2021,"Male",33,"BACHELORS","Korean","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"930",2021,"Female",23,"GRADUATE","White","NOT VERY STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"931",2021,"Male",NA,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"932",2021,"Male",29,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"933",2021,"Male",NA,"BACHELORS","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"934",2021,"Male",NA,"GRADUATE","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"935",2021,"Male",48,"BACHELORS","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"936",2021,"Female",46,"GRADUATE","Black",NA,NA,NA,100,333,23,15,146,2068,2927
"937",2021,"Male",45,"LESS THAN HIGH SCHOOL","Hispanic","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"938",2021,"Male",21,"HIGH SCHOOL","Hispanic","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"939",2021,"Male",19,"HIGH SCHOOL","Chinese","INDEPENDENT (NEITHER, NO RESPONSE)","Too much",NA,100,333,23,15,146,2068,2927
"940",2021,"Male",NA,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"941",2021,"Female",50,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"942",2021,"Female",25,"LESS THAN HIGH SCHOOL","Some other race","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"943",2021,NA,NA,"LESS THAN HIGH SCHOOL","White",NA,"Too little",NA,100,333,23,15,146,2068,2927
"944",2021,"Female",54,"HIGH SCHOOL","Black","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"945",2021,"Male",21,"ASSOCIATE/JUNIOR COLLEGE","Other Asian","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"946",2021,"Female",27,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"947",2021,"Male",NA,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"948",2021,"Male",38,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"949",2021,"Female",68,"HIGH SCHOOL","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"950",2021,"Male",49,"GRADUATE","White",NA,"Too much",NA,100,333,23,15,146,2068,2927
"951",2021,"Male",80,"GRADUATE","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"952",2021,"Female",72,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"953",2021,"Female",63,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"954",2021,"Male",34,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"955",2021,"Male",51,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"956",2021,"Male",52,"BACHELORS","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"957",2021,"Female",84,"HIGH SCHOOL","White",NA,"Too little",NA,100,333,23,15,146,2068,2927
"958",2021,"Male",81,"GRADUATE","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"959",2021,"Female",31,"BACHELORS","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"960",2021,"Female",41,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,NA,100,333,23,15,146,2068,2927
"961",2021,"Female",60,"ASSOCIATE/JUNIOR COLLEGE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"962",2021,"Male",NA,"BACHELORS","White","INDEPENDENT, CLOSE TO REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"963",2021,"Female",46,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","About right",NA,100,333,23,15,146,2068,2927
"964",2021,"Male",41,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"965",2021,"Male",40,"BACHELORS","White","STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"966",2021,"Male",65,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"967",2021,"Male",28,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"968",2021,"Male",46,"BACHELORS","White","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"969",2021,"Male",67,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"970",2021,"Female",38,"HIGH SCHOOL","American indian or alaska native","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"971",2021,"Female",47,"ASSOCIATE/JUNIOR COLLEGE","White","STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"972",2021,"Male",28,"BACHELORS","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"973",2021,"Female",81,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"974",2021,"Male",72,"BACHELORS","White","STRONG REPUBLICAN","Too much",NA,100,333,23,15,146,2068,2927
"975",2021,"Male",63,"BACHELORS","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"976",2021,"Female",NA,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"977",2021,"Male",36,"ASSOCIATE/JUNIOR COLLEGE","Black","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"978",2021,"Female",83,"GRADUATE","White","INDEPENDENT, CLOSE TO DEMOCRAT",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"979",2021,"Female",33,"ASSOCIATE/JUNIOR COLLEGE",NA,"INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"980",2021,"Female",34,"HIGH SCHOOL","Black","STRONG DEMOCRAT",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"981",2021,"Male",NA,NA,"Hispanic","NOT VERY STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"982",2021,"Male",81,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"983",2021,"Male",70,"BACHELORS","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"984",2021,"Female",57,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"985",2021,"Male",42,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too much",NA,100,333,23,15,146,2068,2927
"986",2021,"Female",39,"GRADUATE","White","STRONG DEMOCRAT",NA,NA,100,333,23,15,146,2068,2927
"987",2021,"Female",23,"LESS THAN HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"988",2021,"Female",63,"GRADUATE","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"989",2021,"Male",41,"HIGH SCHOOL","White","INDEPENDENT, CLOSE TO REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"990",2021,"Female",NA,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)","Too little",NA,100,333,23,15,146,2068,2927
"991",2021,"Female",63,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"992",2021,"Male",83,"HIGH SCHOOL","White","STRONG REPUBLICAN","Too little",NA,100,333,23,15,146,2068,2927
"993",2021,"Female",73,"HIGH SCHOOL","White","INDEPENDENT (NEITHER, NO RESPONSE)",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"994",2021,"Male",NA,"ASSOCIATE/JUNIOR COLLEGE","White",NA,"Too much",NA,100,333,23,15,146,2068,2927
"995",2021,"Female",73,"HIGH SCHOOL","White","STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"996",2021,"Female",72,"HIGH SCHOOL","White","STRONG REPUBLICAN","About right",NA,100,333,23,15,146,2068,2927
"997",2021,"Female",50,"HIGH SCHOOL","White","NOT VERY STRONG DEMOCRAT","Too little",NA,100,333,23,15,146,2068,2927
"998",2021,"Female",NA,"BACHELORS","White","STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"999",2021,"Male",45,"BACHELORS","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD NOT BE LEGAL",100,333,23,15,146,2068,2927
"1000",2021,"Female",52,"HIGH SCHOOL","White","NOT VERY STRONG REPUBLICAN",NA,NA,100,333,23,15,146,2068,2927
"1001",2021,"Female",65,"BACHELORS","White","NOT VERY STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"1002",2021,"Female",NA,"GRADUATE","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
"1003",2021,"Male",45,"HIGH SCHOOL","White","STRONG REPUBLICAN",NA,"SHOULD BE LEGAL",100,333,23,15,146,2068,2927
"1004",2021,"Male",68,"HIGH SCHOOL","White","STRONG DEMOCRAT","About right",NA,100,333,23,15,146,2068,2927
